name,description,url
lorg,Apache Logfile Security Analyzer.,https://github.com/jensvoid/lorg
lorsrf,Find the parameters that can be used to find SSRF or Out-of-band resource load.,https://github.com/knassar702/lorsrf
lotophagi,a relatively compact Perl script designed to scan remote hosts for default (or common) Lotus NSF and BOX databases.,http://packetstormsecurity.com/files/55250/lotophagi.rar.html
lrod,"Perform subdomain enumeration, endpoint recognition, and more.",https://gitlab.com/Edu0x01/Lrod
lsrtunnel,Spoofs connections using source routed packets.,http://www.synacklabs.net/projects/lsrtunnel/
lte-cell-scanner,An OpenCL accelerated TDD/FDD LTE Scanner.,https://github.com/JiaoXianjun/LTE-Cell-Scanner
luksipc,A tool to convert unencrypted block devices to encrypted LUKS devices in-place.,http://www.johannes-bauer.com/linux/luksipc
lulzbuster,A very fast and smart web directory and file enumeration tool written in C.,http://www.nullsecurity.net/tools/scanner.html
lunar,A UNIX security auditing tool based on several security frameworks.,https://github.com/lateralblast/lunar
luyten,An Open Source Java Decompiler Gui for Procyon.,https://github.com/deathmarine/Luyten
lyricpass,Tool to generate wordlists based on lyrics.,https://github.com/initstring/lyricpass
m3-gen,"Generates Malicious Macro and Execute Powershell or Shellcode via MSBuild Application Whitelisting Bypass, this tool intended for adversary simulation and red teaming purpose.",https://github.com/infosecn1nja/MaliciousMacroMSBuild
mac-robber,A digital investigation tool that collects data from allocated files in a mounted file system.,http://www.sleuthkit.org/mac-robber/download.php
machinae,A tool for collecting intelligence from public sites/feeds about various security-related pieces of data.,https://github.com/HurricaneLabs/machinae
maclookup,Lookup MAC addresses in the IEEE MA-L/OUI public listing.,https://github.com/paraxor/maclookup
magescan,Scan a Magento site for information.,https://github.com/steverobbins/magescan
magicrescue,Find and recover deleted files on block devices,http://freshmeat.net/projects/magicrescue/
magictree,"A penetration tester productivity tool designed to allow easy and straightforward data consolidation, querying, external command execution and report generation",http://www.gremwell.com
maigret,OSINT username checker. Collect a dossier on a person by username from a huge number of sites.,https://github.com/soxoj/maigret
mail-crawl,Tool to harvest emails from website.,https://raw.githubusercontent.com/galkan/tools/master/mail-crawl/
mailsend-go,A multi-platform command line tool to send mail via SMTP protocol.,https://github.com/muquit/mailsend-go
make-pdf,This tool will embed javascript inside a PDF document.,http://blog.didierstevens.com/programs/pdf-tools/
maketh,"A packet generator that supports forging ARP, IP, TCP, UDP, ICMP and the ethernet header as well.",https://packetstormsecurity.com/files/83892/Maketh-Packet-Generator.2.0.html
malboxes,Builds malware analysis Windows VMs so that you don't have to.,https://github.com/GoSecure/malboxes
malcom,Analyze a system's network communication using graphical representations of network traffic.,https://github.com/tomchop/malcom
malheur,A tool for the automatic analyze of malware behavior.,http://www.mlsec.org/malheur/
malice,VirusTotal Wanna Be - Now with 100% more Hipster.,https://github.com/maliceio/malice
malicious-pdf,Generate a bunch of malicious pdf files with phone-home functionality.,https://github.com/jonaslejon/malicious-pdf
maligno,"An open source penetration testing tool written in python, that serves Metasploit payloads. It generates shellcode with msfvenom and transmits it over HTTP or HTTPS.",http://www.encripto.no/tools/
mallory,HTTP/HTTPS proxy over SSH.,https://github.com/justmao945/mallory
malmon,Hosting exploit/backdoor detection daemon.,http://sourceforge.net/projects/malmon/
malscan,A Simple PE File Heuristics Scanner.,https://github.com/Ice3man543/MalScan
maltego,"An open source intelligence and forensics application, enabling to easily gather information about DNS, domains, IP addresses, websites, persons, etc.",https://www.maltego.com/downloads/
maltrail,Malicious traffic detection system.,https://github.com/stamparm/maltrail
maltrieve,Originated as a fork of mwcrawler. It retrieves malware directly from the sources as listed at a number of sites.,https://github.com/technoskald/maltrieve
malware-check-tool,Python script that detects malicious files via checking md5 hashes from an offline set or via the virustotal site. It has http proxy support and an update feature.,http://packetstormsecurity.com/files/93518/Malware-Check-Tool.2.html
malwareanalyser,A freeware tool to perform static and dynamic analysis on malware.,http://malwareanalyser.blogspot.de/2011/10/malware-analyser.html
malwaredetect,Submits a file's SHA1 sum to VirusTotal to determine whether it is a known piece of malware,http://www.virustotal.com
malwasm,Offline debugger for malware's reverse engineering.,https://code.google.com/p/malwasm/
malybuzz,A Python tool focused in discovering programming faults in network software.,http://eternal-todo.com/tools/malybuzz-network-fuzzer
mana,A toolkit for rogue access point (evilAP) attacks first presented at Defcon 22.,https://github.com/sensepost/mana
mando.me,Web Command Injection Tool.,https://github.com/z0noxz/mando.me
manspider,Spider entire networks for juicy files sitting on SMB shares. Search filenames or file content - regex supported!,https://github.com/blacklanternsecurity/MANSPIDER
manticore,Symbolic execution tool.,https://github.com/trailofbits/manticore
mantra,Hunt down API key leaks in JS files and pages.,https://github.com/MrEmpy/mantra
manul,"A coverage-guided parallel fuzzer for open-source and blackbox binaries on Windows, Linux and MacOS.",https://github.com/mxmssh/manul
mapcidr,Utility program to perform multiple operations for a given subnet/CIDR ranges.,https://github.com/projectdiscovery/mapcidr
mara-framework,A Mobile Application Reverse engineering and Analysis Framework.,https://github.com/xtiankisutsa/MARA_Framework
marc4dasm,A disassembler for the Atmel MARC4 (a 4 bit Harvard micro).,https://github.com/ApertureLabsLtd/marc4dasm
marshalsec,Java Unmarshaller Security - Turning your data into code execution.,https://github.com/mbechler/marshalsec/
maryam,Full-featured Web Identification framework written in Python.,https://github.com/saeeddhqan/Maryam
maskprocessor,A High-Performance word generator with a per-position configurable charset.,http://hashcat.net/wiki/doku.php?id=maskprocessor
massbleed,SSL Vulnerability Scanner.,https://github.com/1N3/Sn1per
masscan-automation,Masscan integrated with Shodan API.,https://github.com/trevordavenport/MasscanAutomation
massdns,A high-performance DNS stub resolver in C.,https://github.com/blechschmidt/massdns
massexpconsole,A collection of tools and exploits with a cli ui for mass exploitation.,https://github.com/jm33-m0/massExpConsole
mat,"Metadata Anonymisation Toolkit composed of a GUI application, a CLI application and a library.",https://mat.boum.org/
matahari,A reverse HTTP shell to execute commands on remote machines behind firewalls.,http://matahari.sourceforge.net/
matroschka,Python steganography tool to hide images or text in images.,https://github.com/fgrimme/Matroschka
mausezahn,A free fast traffic generator written in C which allows you to send nearly every possible and impossible packet.,http://www.perihel.at/sec/mz/
mbenum,Queries the master browser for whatever information it has registered.,http://www.cqure.net/wp/mbenum/
mboxgrep,"A small, non-interactive utility that scans mail folders for messages matching regular expressions. It does matching against basic and extended POSIX regular expressions, and reads and writes a variety of mailbox formats.",http://mboxgrep.sourceforge.net
mdbtools,Utilities for viewing data and exporting schema from Microsoft Access Database files.,https://github.com/evanmiller/mdbtools
mdcrack,MD4/MD5/NTLM1 hash cracker,http://c3rb3r.openwall.net/mdcrack/
mdk3,WLAN penetration tool.,https://aspj.aircrack-ng.org/
mdns-recon,An mDNS recon tool written in Python.,https://github.com/chadillac/mdns_recon
meanalyzer,Intel Engine Firmware Analysis Tool.,https://github.com/platomav/MEAnalyzer
meg,Fetch many paths for many hosts - without killing the hosts.,https://github.com/tomnomnom/meg
melkor,"An ELF fuzzer that mutates the existing data in an ELF sample given to create orcs (malformed ELFs), however, it does not change values randomly (dumb fuzzing), instead, it fuzzes certain metadata with semi-valid values through the use of fuzzing rules (knowledge base).",http://packetstormsecurity.com/files/127924/Melkor-ELF-Fuzzer.0.html
memdump,"Dumps system memory to stdout, skipping over holes in memory maps.",http://www.porcupine.org/forensics/tct.html
memfetch,Dumps any userspace process memory without affecting its execution.,http://lcamtuf.coredump.cx/
memimager,Performs a memory dump using NtSystemDebugControl.,http://ntsecurity.nu/toolbox/memimager/
mentalist,Graphical tool for custom wordlist generation.,https://github.com/sc0tfree/mentalist
merlin-server,Merlin is a cross-platform post-exploitation HTTP/2 Command & Control server and agent written in golang.,https://github.com/Ne0nd0g/merlin
metabigor,Intelligence Tool but without API key.,https://github.com/j3ssie/metabigor
metacoretex,MetaCoretex is an entirely JAVA vulnerability scanning framework for databases.,http://metacoretex.sourceforge.net/
metafinder,"Search for documents in a domain through Search Engines (Google, Bing and Baidu). The objective is to extract metadata.",https://github.com/Josue87/MetaFinder
metaforge,Auto Scanning to SSL Vulnerability.,https://github.com/chriswmorris/Metaforge
metagoofil,An information gathering tool designed for extracting metadata of public documents.,http://www.edge-security.com/metagoofil.php
metame,A simple metamorphic code engine for arbitrary executables.,https://github.com/a0rtega/metame
metasploit-autopwn,db_autopwn plugin of metasploit.,https://github.com/hahwul/metasploit-autopwn
meterssh,"A way to take shellcode, inject it into memory then tunnel whatever port you want to over SSH to mask any type of communications as a normal SSH connection.",https://github.com/trustedsec/meterssh
metoscan,Tool for scanning the HTTP methods supported by a webserver. It works by testing a URL and checking the responses for the different requests.,http://www.open-labs.org/
mfcuk,MIFARE Classic Universal toolKit.,http://code.google.com/p/mfcuk/
mfsniffer,A python script for capturing unencrypted TSO login credentials.,http://packetstormsecurity.com/files/120802/MF-Sniffer-TN3270-Password-Grabber.html
mft2csv,Extract $MFT record info and log it to a csv file.,https://github.com/jschicht/Mft2Csv
mftcarver,Carve $MFT records from a chunk of data (for instance a memory dump).,https://github.com/jschicht/MftCarver
mftrcrd,Command line $MFT record decoder.,https://github.com/jschicht/MftRcrd
mftref2name,Resolve file index number to name or vice versa on NTFS.,https://github.com/jschicht/MftRef2Name
mibble,An open-source SNMP MIB parser (or SMI parser) written in Java. It can be used to read SNMP MIB files as well as simple ASN.1 files.,http://www.mibble.org/
microsploit,"Fast and easy create backdoor office exploitation using module metasploit packet, Microsoft Office, Open Office, Macro attack, Buffer Overflow.",https://github.com/Screetsec/Microsploit
middler,A Man in the Middle tool to demonstrate protocol middling attacks.,http://code.google.com/p/middler/
mikrotik-npk,Python tools for manipulating Mikrotik NPK format.,https://github.com/kost/mikrotik-npk
mildew,Dotmil subdomain discovery tool that scrapes domains from official DoD website directories and certificate transparency logs.,https://github.com/daehee/mildew
mimikatz,A little tool to play with Windows security.,https://github.com/gentilkiwi/mimikatz
mimipenguin,A tool to dump the login password from the current linux user.,https://github.com/huntergregal/mimipenguin
mingsweeper,"A network reconnaissance tool designed to facilitate large address space,high speed node discovery and identification.",http://www.hoobie.net/mingsweeper/
minimodem,"A command-line program which decodes (or generates) audio modem tones at any specified baud rate, using various framing protocols.",https://github.com/kamalmostafa/minimodem
minimysqlator,A multi-platform application used to audit web sites in order to discover and exploit SQL injection vulnerabilities.,http://www.scrt.ch/en/attack/downloads/mini-mysqlat0r
miranda-upnp,"A Python-based Universal Plug-N-Play client application designed to discover, query and interact with UPNP devices",http://code.google.com/p/miranda-upnp/
missidentify,A program to find Win32 applications.,http://missidentify.sourceforge.net/
missionplanner,A GroundControl Station for Ardupilot.,https://firmware.ardupilot.org/Tools/MissionPlanner/
mitm,A simple yet effective python3 script to perform DNS spoofing via ARP poisoning.,https://github.com/Th3Hurrican3/mitm
mitm-relay,Hackish way to intercept and modify non-HTTP protocols through Burp & others.,https://github.com/jrmdev/mitm_relay
mitm6,Pwning IPv4 via IPv6.,https://github.com/fox-it/mitm6
mitmap,A python program to create a fake AP and sniff data.,https://github.com/xdavidhu/mitmAP
mitmap-old,Shell Script for launching a Fake AP with karma functionality and launches ettercap for packet capture and traffic manipulation.,http://www.darkoperator.com/tools-and-scripts/
mitmer,A man-in-the-middle and phishing attack tool that steals the victim's credentials of some web services like Facebook.,https://github.com/husam212/MITMer
mitmf,A Framework for Man-In-The-Middle attacks written in Python.,https://github.com/byt3bl33d3r/MITMf
mkbrutus,Password bruteforcer for MikroTik devices or boxes running RouterOS.,http://mkbrutusproject.github.io/MKBRUTUS/
mkyara,Tool to generate YARA rules based on binary code.,https://github.com/fox-it/mkYARA
mobiusft,"An open-source forensic framework written in Python/GTK that manages cases and case items, providing an abstract interface for developing extensions.",http://savannah.nongnu.org/projects/mobiusft
mobsf,"An intelligent, all-in-one open source mobile application (Android/iOS) automated pen-testing framework capable of performing static, dynamic analysis and web API testing.",https://github.com/MobSF/Mobile-Security-Framework-MobSF
modifycerttemplate,Aid operators in modifying ADCS certificate templates so that a created vulnerable state can be leveraged for privilege escalation.,https://github.com/fortalice/modifyCertTemplate
modlishka,A powerful and flexible HTTP reverse proxy.,https://github.com/drk1wi/Modlishka
modscan,A new tool designed to map a SCADA MODBUS TCP based network.,https://code.google.com/p/modscan/
moloch,"An open source large scale IPv4 full PCAP capturing, indexing and database system.",https://github.com/aol/moloch
mongoaudit,A powerful MongoDB auditing and pentesting tool .,https://github.com/stampery/mongoaudit
monocle,"A local network host discovery tool. In passive mode, it will listen for ARP request and reply packets. In active mode, it will send ARP requests to the specific IP range. The results are a list of IP and MAC addresses present on the local network.",http://packetstormsecurity.com/files/99823/Monocle-Host-Discovery-Tool.0.html
monsoon,A fast HTTP enumerator that allows you to execute a large number of HTTP requests.,https://github.com/RedTeamPentesting/monsoon
moonwalk,Cover your tracks during Linux Exploitation by leaving zero traces on system logs and filesystem timestamps.,https://github.com/mufeedvh/moonwalk
mooscan,A scanner for Moodle LMS.,https://github.com/vortexau/mooscan
morpheus,Automated Ettercap TCP/IP Hijacking Tool.,https://github.com/r00txp10it/morpheus
morxbook,A password cracking tool written in perl to perform a dictionary-based attack on a specific Facebook user through HTTPS.,http://www.morxploit.com/
morxbrute,A customizable HTTP dictionary-based password cracking tool written in Perl.,http://www.morxploit.com/morxbrute/
morxbtcrack,Single Bitcoin private key cracking tool released.,http://www.morxploit.com/tools/
morxcoinpwn,Mass Bitcoin private keys brute forcing/Take over tool released.,http://www.morxploit.com/tools/
morxcrack,A cracking tool written in Perl to perform a dictionary-based attack on various hashing algorithm and CMS salted-passwords.,http://www.morxploit.com/morxcrack/
morxkeyfmt,Read a private key from stdin and output formatted data values.,http://www.morxploit.com/tools/
morxtraversal,Path Traversal checking tool.,http://www.morxploit.com/tools/
morxtunel,Network Tunneling using TUN/TAP interfaces over TCP tool.,http://www.morxploit.com/tools/
mosca,Static analysis tool to find bugs like a grep unix command.,https://github.com/CoolerVoid/Mosca
mosquito,XSS exploitation tool - access victims through HTTP proxy.,https://github.com/koto/mosquito
mots,Man on the Side Attack - experimental packet injection and detection.,https://github.com/kevinkoo001/MotS
motsa-dns-spoofing,ManOnTheSideAttack-DNS Spoofing.,https://github.com/waytoalpit/ManOnTheSideAttack-DNS-Spoofing
mousejack,Wireless mouse/keyboard attack with replay/transmit poc.,https://github.com/iamckn/mousejack_transmit
mp3nema,"A tool aimed at analyzing and capturing data that is hidden between frames in an MP3 file or stream, otherwise noted as ""out of band"" data.",http://packetstormsecurity.com/files/76432/MP3nema-Forensic-Analysis-Tool.html
mptcp,A tool for manipulation of raw packets that allows a large number of options.,http://packetstormsecurity.com/files/119132/Mptcp-Packet-Manipulator.9.0.html
mptcp-abuse,A collection of tools and resources to explore MPTCP on your network. Initially released at Black Hat USA 2014.,https://github.com/Neohapsis/mptcp-abuse
mqtt-pwn,A one-stop-shop for IoT Broker penetration-testing and security assessment operations.,https://github.com/akamai-threat-research/mqtt-pwn
mrkaplan,Help red teamers to stay hidden by clearing evidence of execution.,https://github.com/Idov31/MrKaplan
mrsip,SIP-Based Audit and Attack Tool.,https://github.com/meliht/mr.sip
mrtparse,A module to read and analyze the MRT format data.,https://github.com/YoshiyukiYamauchi/mrtparse
ms-sys,A tool to write Win9x- master boot records (mbr) under linux - RTM!,http://ms-sys.sourceforge.net/
msf-mpc,Msfvenom payload creator.,https://github.com/g0tmi1k/mpc
msfdb,Manage the metasploit framework database.,https://github.com/BlackArch/msfdb
msfenum,A Metasploit auto auxiliary script.,https://github.com/wez3/msfenum
msmailprobe,Office 365 and Exchange Enumeration tool.,https://github.com/busterb/msmailprobe
mssqlrelay,Microsoft SQL Relay is an offensive tool for auditing and abusing Microsoft SQL (MSSQL) services.,https://github.com/CompassSecurity/mssqlrelay
mssqlscan,A small multi-threaded tool that scans for Microsoft SQL Servers.,http://www.cqure.net/wp/mssqlscan/
msvpwn,Bypass Windows' authentication via binary patching.,https://bitbucket.org/mrabault/msvpwn
mtscan,Mikrotik RouterOS wireless scanner.,https://github.com/kkonradpl/mtscan
mubeng,An incredibly fast proxy checker & IP rotator with ease.,https://github.com/kitabisa/mubeng
multiinjector,Automatic SQL injection utility using a lsit of URI addresses to test parameter manipulation.,http://chaptersinwebsecurity.blogspot.de/2008/11/multiinjector-v03-released.html
multimac,Multiple MACs on an adapter,http://sourceforge.net/projects/multimac/
multiscanner,Modular file scanning/analysis framework.,https://github.com/mitre/multiscanner
multitun,Tunnel arbitrary traffic through an innocuous WebSocket.,https://github.com/covertcodes/multitun
munin-hashchecker,Online hash checker for Virustotal and other services,https://github.com/Neo23x0/munin
muraena,Almost-transparent reverse proxy to automate phishing and post-phishing activities.,https://github.com/muraenateam/muraena
mutator,"This project aims to be a wordlist mutator with hormones, which means that some mutations will be applied to the result of the ones that have been already done, resulting in something like: corporation -> C0rp0r4t10n_2012",https://bitbucket.org/alone/mutator/
mwebfp,Mass Web Fingerprinter.,https://github.com/falcon-lnhg/mwebfp
mxtract,Memory Extractor & Analyzer.,https://github.com/rek7/mXtract
mybff,A Brute Force Framework.,https://github.com/MooseDojo/myBFF
myjwt,"This cli is for pentesters, CTF players, or dev. You can modify your jwt, sign, inject, etc.",https://github.com/mBouamama/MyJWT
mylg,Network Diagnostic Tool.,https://github.com/mehrdadrad/mylg
myrescue,A hard disk recovery tool that reads undamaged regions first.,http://myrescue.sourceforge.net
mysql2sqlite,Converts a mysqldump file into a Sqlite 3 compatible file.,https://gist.github.com/esperlu/943776
n1qlmap,An N1QL exploitation tool.,https://github.com/FSecureLABS/N1QLMap
naabu,A fast port scanner written in go with focus on reliability and simplicity.,https://github.com/projectdiscovery/naabu
nacker,A tool to circumvent 802.1x Network Access Control on a wired LAN.,https://github.com/carmaa/nacker
naft,Network Appliance Forensic Toolkit.,https://blog.didierstevens.com/my-software/#NAFT
narthex,Modular personalized dictionary generator.,https://github.com/MichaelDim02/Narthex
nasnum,Script to enumerate network attached storages.,https://github.com/tcstool/nasnum.git
navgix,Multi-threaded golang tool that will check for nginx alias traversal vulnerabilities.,https://github.com/hakaioffsec/navgix
nbname,Decodes and displays all NetBIOS name packets it receives on UDP port 137 and more!,http://www.cultdeadcow.com/tools/bo.html
nbnspoof,NetBIOS Name Service Spoofer.,http://www.mcgrewsecurity.com/tools/nbnspoof/
nbtenum,A utility for Windows that can be used to enumerate NetBIOS information from one host or a range of hosts.,http://reedarvin.thearvins.com/
nbtool,"Some tools for NetBIOS and DNS investigation, attacks, and communication.",http://wiki.skullsecurity.org/Nbtool
ncpfs,Allows you to mount volumes of NetWare servers under Linux.,http://www.novell.com/
necromant,Python Script that search unused Virtual Hosts in Web Servers.,https://github.com/PentesterES/Necromant
needle,The iOS Security Testing Framework.,https://github.com/mwrlabs/needle
neglected,Facebook CDN Photo Resolver.,https://github.com/GuerrillaWarfare/neglected
neighbor-cache-fingerprinter,An ARP based Operating System version scanner.,https://github.com/PherricOxide/Neighbor-Cache-Fingerprinter
nemesis,A command-line network packet crafting and injection utility.,https://github.com/troglobit/nemesis
neo-regeorg,"Improved version of reGeorg, HTTP tunneling pivot tool",https://github.com/L-codes/Neo-reGeorg
net-creds,Sniffs sensitive data from interface or pcap.,https://github.com/DanMcInerney/net-creds
netactview,A graphical network connections viewer similar in functionality to netstat.,http://netactview.sourceforge.net/index.html
netattack,Python script to scan and attack wireless networks.,https://github.com/chrizator/netattack2
netbios-share-scanner,This tool could be used to check windows workstations and servers if they have accessible shared resources.,http://www.secpoint.com/netbios-share-scanner.html
netbus,NetBus remote administration tool,https://packetstormsecurity.com/files/10320/nb16_p04.zip.html
netcommander,An easy-to-use arp spoofing tool.,https://github.com/evilsocket/netcommander
netcon,A network connection establishment and management script.,http://www.paramecium.org/~leendert/
netdiscover,"An active/passive address reconnaissance tool, mainly developed for those wireless networks without dhcp server, when you are wardriving. It can be also used on hub/switched networks.",http://nixgeneration.com/~jaime/netdiscover/
netexec-pingcastle,NetExec & CrackMapExec module that execute PingCastle on a remote machine.,https://github.com/TRIKKSS/CrackMapExec-PingCastle
netexec,A Windows / Active Directory environments pentest tool.,https://netexec.wiki/
netkit-bsd-finger,BSD-finger ported to Linux.,http://ftp.linux.org.uk/pub/linux/Networking/netkit
netkit-rusers,Logged in users; Displays who is logged in to machines on local network.,https://packages.debian.org/source/sid/net/netkit-rusers
netkit-rwho,Remote who client and server (with Debian patches).,http://packages.qa.debian.org/n/netkit-rwho.html
netmap,Can be used to make a graphical representation of the surrounding network.,http://netmap.sourceforge.net/
netmask,Helps determine network masks,http://packages.qa.debian.org/n/netmask.html
netreconn,A collection of network scan/recon tools that are relatively small compared to their larger cousins.,http://packetstormsecurity.com/files/86076/NetReconn-Scanning-Tool-Collection.76.html
netripper,Smart traffic sniffing for penetration testers.,https://github.com/NytroRST/NetRipper
netscan,"Tcp/Udp/Tor port scanner with: synpacket, connect TCP/UDP and socks5 (tor connection).",http://packetstormsecurity.com/files/125569/Netscan-Port-Scanner.0.html
netscan2,Active / passive network scanner.,https://github.com/walchko/netscan2
netscout,"OSINT tool that finds domains, subdomains, directories, endpoints and files.",https://github.com/caio-ishikawa/netscout
netsed,Small and handful utility design to alter the contents of packets forwarded thru network in real time.,http://silicone.homelinux.org/projects/netsed/
netspionage,"Network Forensics CLI utility that performs Network Scanning, OSINT, and Attack Detection.",https://github.com/ANG13T/netspionage
netstumbler,Well-known wireless AP scanner and sniffer.,http://www.netstumbler.com/downloads/
nettacker,Automated Penetration Testing Framework.,https://github.com/OWASP/Nettacker
network-app-stress-tester,Network Application Stress Testing Yammer.,https://github.com/PherricOxide/Network-App-Stress-Tester
networkmap,Post-exploitation network mapper.,https://github.com/lorenzog/NetworkMap
networkminer,"A Network Forensic Analysis Tool for advanced Network Traffic Analysis, sniffer and packet analyzer.",http://www.netresec.com/
netz,Discover internet-wide misconfigurations while drinking coffee.,https://github.com/spectralops/netz
netzob,"An open source tool for reverse engineering, traffic generation and fuzzing of communication protocols.",https://github.com/netzob/netzob/
nexfil,OSINT tool for finding profiles by username.,https://github.com/thewhiteh4t/nexfil
nextnet,Pivot point discovery tool.,https://github.com/hdm/nextnet
nfcutils,Provides a simple 'lsnfc' command that list tags which are in your NFC device field,http://code.google.com/p/nfc-tools
nfdump,A set of tools to collect and process netflow data.,https://github.com/phaag/nfdump
nfex,A tool for extracting files from the network in real-time or post-capture from an offline tcpdump pcap savefile.,https://code.google.com/p/nfex/
nfspy,A Python library for automating the falsification of NFS credentials when mounting an NFS share.,https://github.com/bonsaiviking/NfSpy
nfsshell,Userland NFS command tool.,http://www.paramecium.org/~leendert/
ngrok,"A tunneling, reverse proxy for developing and understanding networked, HTTP services.",https://ngrok.com/
nield,"A tool to receive notifications from kernel through netlink socket, and generate logs related to interfaces, neighbor cache(ARP,NDP), IP address(IPv4,IPv6), routing, FIB rules, traffic control.",http://nield.sourceforge.net/
nili,"Tool for Network Scan, Man in the Middle, Protocol Reverse Engineering and Fuzzing.",https://github.com/niloofarkheirkhah/nili
nimbostratus,Tools for fingerprintinging and exploiting Amazon cloud infrastructures.,https://github.com/andresriancho/nimbostratus
nipe,A script to make Tor Network your default gateway.,https://github.com/GouveaHeitor/nipe
nipper,Network Infrastructure Parser,https://www.titania-security.com/
nirsoft,Unique collection of small and useful freeware utilities.,https://www.nirsoft.net
nishang,Using PowerShell for Penetration Testing.,https://code.google.com/p/nishang/
njsscan,A static application testing (SAST) tool that can find insecure code patterns in your node.js applications.,https://pypi.org/project/njsscan/#files
nkiller2,A TCP exhaustion/stressing tool.,http://sock-raw.org/projects.html
nmap-parse-output,Converts/manipulates/extracts data from a nmap scan output.,https://github.com/hahwul/nmap-parse-output
nmbscan,"Tool to scan the shares of a SMB/NetBIOS network, using the NMB/SMB/NetBIOS protocols.",http://nmbscan.gbarbier.org/
nohidy,"The system admins best friend, multi platform auditing tool.",https://github.com/flipchan/Nohidy
nomorexor,Tool to help guess a files 256 byte XOR key by using frequency analysis.,https://github.com/hiddenillusion/NoMoreXOR
noriben,"Portable, Simple, Malware Analysis Sandbox.",https://github.com/Rurik/Noriben
nosqlattack,Python tool to automate exploit MongoDB server IP on Internet anddisclose the database data by MongoDB default configuration weaknesses and injection attacks.,https://github.com/youngyangyang04/NoSQLAttack
nosqli,NoSQL scanner and injector.,https://github.com/Charlie-belmer/nosqli
nosqli-user-pass-enum,Script to enumerate usernames and passwords from vulnerable web applications running MongoDB.,https://github.com/an0nlk/Nosql-MongoDB-injection-username-password-enumeration
nosqlmap,Automated Mongo database and NoSQL web application exploitation tool,https://github.com/tcstool/NoSQLMap
notspikefile,A Linux based file format fuzzing tool,http://packetstormsecurity.com/files/39627/notSPIKEfile.tgz.html
novahot,A webshell framework for penetration testers.,https://github.com/chrisallenlane/novahot
nray,Distributed port scanner.,https://github.com/nray-scanner/nray
nsdtool,A netgear switch discovery tool. It contains some extra features like bruteoforce and setting a new password.,http://www.curesec.com/en/publications/tools.html
nsearch,Minimal script to help find script into the nse database.,https://github.com/JKO/nsearch
nsec3map,A tool to enumerate the resource records of a DNS zone using its DNSSEC NSEC or NSEC3 chain.,https://github.com/anonion0/nsec3map
nsec3walker,Enumerates domain names using DNSSEC,http://dnscurve.org/nsec3walker.html
nsntrace,Perform network trace of a single process by using network namespaces.,https://github.com/jonasdn/nsntrace
nsoq,A Network Security Tool for packet manipulation that allows a large number of options.,http://www.nsoq.org/
ntds-decode,This application dumps LM and NTLM hashes from active accounts stored in an Active Directory database.,http://packetstormsecurity.com/files/121543/NTDS-Hash-Decoder.b.html
ntdsxtract,Active Directory forensic framework.,https://github.com/csababarta/ntdsxtract
ntfs-file-extractor,Extract files off NTFS.,https://github.com/jschicht/NtfsFileExtractor
ntfs-log-tracker,"This tool can parse $LogFile, $UsnJrnl of NTFS.",https://sites.google.com/site/forensicnote/ntfs-log-tracker
ntlm-challenger,Parse NTLM over HTTP challenge messages.,https://github.com/b17zr/ntlm_challenger
ntlm-scanner,A simple python tool based on Impacket that tests servers for various known NTLM vulnerabilities.,https://github.com/preempt/ntlm-scanner
ntlm-theft,A tool for generating multiple types of NTLMv2 hash theft files.,https://github.com/Greenwolf/ntlm_theft
ntlmrecon,A tool to enumerate information from NTLM authentication enabled web endpoints.,https://github.com/sachinkamath/ntlmrecon
ntlmv1-multi,NTLMv1 Multitool.,https://github.com/evilmog/ntlmv1-multi
ntp-fingerprint,An active fingerprinting utility specifically designed to identify the OS the NTP server is running on.,http://www.hackingciscoexposed.com/?link=tools
ntp-ip-enum,Script to pull addresses from a NTP server using the monlist command. Can also output Maltego resultset.,http://www.securepla.net/
ntpdos,PoC for distributed NTP reflection DoS (CVE-5211),https://github.com/sepehrdaddev/ntpdos
nuclei,A fast tool for configurable targeted scanning based on templates offering massive extensibility and ease of use.,https://github.com/projectdiscovery/nuclei
nuclei-templates,Community curated list of template files for the nuclei engine.,https://github.com/projectdiscovery/nuclei-templates
nullinux,"Tool that can be used to enumerate OS information, domain information, shares, directories, and users through SMB null sessions.",https://github.com/m8r0wn/nullinux
nullscan,A modular framework designed to chain and automate security tests.,http://www.nullsecurity.net/tools/automation.html
nxcrypt,Python backdoor framework.,https://github.com/Hadi999/NXcrypt
nzyme,WiFi defense system.,https://www.nzyme.org/download
o-saft,A tool to show informations about SSL certificate and tests the SSL connection according given list of ciphers and various SSL configurations.,https://www.owasp.org/index.php/O-Saft
o365enum,Username enumeration and password enuming tool aimed at Microsoft O365.,https://github.com/gremwell/o365enum
o365spray,Username enumeration and password spraying tool aimed at Microsoft O365.,https://github.com/0xZDH/o365spray
oat,A toolkit that could be used to audit security within Oracle database servers.,http://www.cqure.net/wp/test/
obevilion,"Another archive cracker created in python, cracking [zip/7z/rar].",https://github.com/BL4CKvGHOST/Ob3vil1on
obexstress,Script for testing remote OBEX service for some potential vulnerabilities.,http://bluetooth-pentest.narod.ru/
obfs4proxy,A pluggable transport proxy written in Go.,https://gitlab.com/yawning/obfs4
